thread_id,customer_tweet_id,customer_raw_text,customer_clean_text,brand_reply_id,brand_reply_text,followup_raw_text,created_at
100527,100527,driver took a completely different route than the app showed and it cost me extra @Uber_Support...,driver took a completely different route than the app showed and it cost me extra ...,100528,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,Fri Apr 07 23:48:00 +0000 2023
100307,100307,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support 🙏","my driver was so rude to me the entire trip, wouldn't even say hi 🙏",100308,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,Fri Oct 06 09:31:00 +0000 2023
100494,100494,why was I charged double for the same trip?? @Uber_Support,why was I charged double for the same trip??,100495,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Sun Mar 12 00:27:00 +0000 2023
100332,100332,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support","my driver was so rude to me the entire trip, wouldn't even say hi",100333,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,Sun Sep 17 02:47:00 +0000 2023
100411,100411,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100412,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Tue May 09 13:42:00 +0000 2023
100013,100013,"left my jacket in the car from my ride tonight, help! @Uber_Support","left my jacket in the car from my ride tonight, help!",100014,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",ok thank you,Sat Sep 23 13:59:00 +0000 2023
100600,100600,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100601,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,"done, sent the details",Wed May 31 09:08:00 +0000 2023
100218,100218,driver took a completely different route than the app showed and it cost me extra @Uber_Support,driver took a completely different route than the app showed and it cost me extra,100219,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,still waiting to hear back,Fri May 19 09:37:00 +0000 2023
100444,100444,"can I get my money back for this ride, it was way overpriced @Uber_Support 🙏","can I get my money back for this ride, it was way overpriced 🙏",100445,We understand. Please DM your trip ID and we'll review it for a possible refund.,"done, sent the details",Sun Mar 12 00:25:00 +0000 2023
100115,100115,my account got deactivated and I have no idea why @Uber_Support,my account got deactivated and I have no idea why,100116,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,ok thank you,Mon Feb 20 20:52:00 +0000 2023
100591,100591,"just wanted to say the new app update is so much smoother, nice work @Uber_Support","just wanted to say the new app update is so much smoother, nice work",100592,This made our day! Thank you for sharing -- we'll be sure to pass it along.,sent!,Fri Apr 28 22:44:00 +0000 2023
100186,100186,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100187,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,,Sun Nov 05 23:54:00 +0000 2023
100199,100199,"I can't add my new card, it keeps saying payment failed @Uber_Support","I can't add my new card, it keeps saying payment failed",100200,We'd like to help sort this out -- can you send us your account email via DM?,sent!,Fri Jun 23 01:16:00 +0000 2023
100208,100208,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support","I think I left my phone in the back seat of my uber, how do I get it back",100209,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",still waiting to hear back,Thu Nov 23 09:31:00 +0000 2023
100556,100556,"I want a refund for my last trip, it was a mess @Uber_Support","I want a refund for my last trip, it was a mess",100557,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,Sun Jan 08 01:58:00 +0000 2023
100619,100619,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100620,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,Fri Sep 29 18:43:00 +0000 2023
100161,100161,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100162,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Sat Nov 25 06:00:00 +0000 2023
100246,100246,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support","I think I left my phone in the back seat of my uber, how do I get it back",100247,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",,Fri Aug 25 12:38:00 +0000 2023
100365,100365,my account got deactivated and I have no idea why @Uber_Support,my account got deactivated and I have no idea why,100366,We'd like to help sort this out -- can you send us your account email via DM?,sent!,Thu Aug 17 14:57:00 +0000 2023
100419,100419,"just wanted to say the new app update is so much smoother, nice work @Uber_Support...","just wanted to say the new app update is so much smoother, nice work ...",100420,This made our day! Thank you for sharing -- we'll be sure to pass it along.,sent!,Wed Feb 01 01:11:00 +0000 2023
100051,100051,why was I charged double for the same trip?? @Uber_Support,why was I charged double for the same trip??,100052,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,Wed Sep 27 09:06:00 +0000 2023
100455,100455,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support","the fare estimate said $12 but I got charged $27, what happened",100456,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Sat Nov 11 00:12:00 +0000 2023
100233,100233,"I want a refund for my last trip, it was a mess @Uber_Support 😡","I want a refund for my last trip, it was a mess 😡",100234,We understand. Please DM your trip ID and we'll review it for a possible refund.,"done, sent the details",Sun Jan 29 18:26:00 +0000 2023
100312,100312,my account got deactivated and I have no idea why @Uber_Support!,my account got deactivated and I have no idea why !,100313,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,"done, sent the details",Thu Jul 06 15:50:00 +0000 2023
100612,100612,"can I get my money back for this ride, it was way overpriced @Uber_Support","can I get my money back for this ride, it was way overpriced",100613,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,Mon Aug 14 17:34:00 +0000 2023
100519,100519,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support","my driver was so rude to me the entire trip, wouldn't even say hi",100520,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,Sun Oct 22 00:30:00 +0000 2023
100491,100491,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support","my driver was so rude to me the entire trip, wouldn't even say hi",100492,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,"done, sent the details",Mon Oct 09 03:17:00 +0000 2023
100437,100437,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support","I think I left my phone in the back seat of my uber, how do I get it back",100438,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,Fri Jan 13 08:11:00 +0000 2023
100386,100386,"I was harassed by my driver during my ride tonight, this needs to be looked at immediately @Uber_Support","I was harassed by my driver during my ride tonight, this needs to be looked at immediately",100387,This is incredibly concerning and we want to help immediately. Can you please contact our dedicated safety team here: https://help.uber.com/safety,,Tue Aug 08 19:17:00 +0000 2023
100568,100568,"just wanted to say the new app update is so much smoother, nice work @Uber_Support","just wanted to say the new app update is so much smoother, nice work",100569,This made our day! Thank you for sharing -- we'll be sure to pass it along.,,Fri Oct 20 20:45:00 +0000 2023
100610,100610,does uber operate in Cape Town yet? @Uber_Support,does uber operate in Cape Town yet?,100611,"Great question -- restaurant availability updates regularly, keep an eye on the app!",,Mon Jun 05 06:21:00 +0000 2023
100471,100471,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100472,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,"done, sent the details",Sat Sep 23 13:57:00 +0000 2023
100251,100251,does uber operate in Cape Town yet? @Uber_Support,does uber operate in Cape Town yet?,100252,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,,Thu Jul 06 15:46:00 +0000 2023
100594,100594,"left my jacket in the car from my ride tonight, help! @Uber_Support 😡","left my jacket in the car from my ride tonight, help! 😡",100595,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,Tue Nov 14 05:17:00 +0000 2023
100636,100636,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support","the fare estimate said $12 but I got charged $27, what happened",100637,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,"done, sent the details",Thu Jan 12 23:24:00 +0000 2023
100334,100334,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support","I think I left my phone in the back seat of my uber, how do I get it back",100335,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",,Tue Apr 18 15:08:00 +0000 2023
100002,100002,"shoutout to my driver tonight, best ride I've had in a while! @Uber_Support","shoutout to my driver tonight, best ride I've had in a while!",100003,"Love to hear it, thank you for the kind words!",,Sat Jan 14 15:38:00 +0000 2023
100016,100016,does uber operate in Cape Town yet? @Uber_Support,does uber operate in Cape Town yet?,100017,"Great question -- restaurant availability updates regularly, keep an eye on the app!",,Sun Jan 15 06:35:00 +0000 2023
100588,100588,"can I get my money back for this ride, it was way overpriced @Uber_Support","can I get my money back for this ride, it was way overpriced",100589,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,ok thank you,Thu Mar 30 04:51:00 +0000 2023
100131,100131,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support","I think I left my phone in the back seat of my uber, how do I get it back",100132,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,"done, sent the details",Thu Sep 21 15:46:00 +0000 2023
100439,100439,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100440,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,ok thank you,Wed Oct 11 10:50:00 +0000 2023
100293,100293,does uber operate in Cape Town yet? @Uber_Support,does uber operate in Cape Town yet?,100294,"Great question -- restaurant availability updates regularly, keep an eye on the app!","done, sent the details",Thu Sep 07 19:31:00 +0000 2023
100018,100018,my account got deactivated and I have no idea why @Uber_Support...,my account got deactivated and I have no idea why ...,100019,We'd like to help sort this out -- can you send us your account email via DM?,ok thank you,Wed Oct 18 03:20:00 +0000 2023
100338,100338,my driver never showed up and I still got charged for cancelling @Uber_Support,my driver never showed up and I still got charged for cancelling,100339,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,just dm'd you,Sat Dec 02 13:44:00 +0000 2023
100296,100296,"just wanted to say the new app update is so much smoother, nice work @Uber_Support","just wanted to say the new app update is so much smoother, nice work",100297,This made our day! Thank you for sharing -- we'll be sure to pass it along.,"done, sent the details",Wed Feb 22 06:33:00 +0000 2023
100156,100156,why was I charged double for the same trip?? @Uber_Support,why was I charged double for the same trip??,100157,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,just dm'd you,Wed May 24 11:31:00 +0000 2023
100008,100008,"I can't add my new card, it keeps saying payment failed @Uber_Support","I can't add my new card, it keeps saying payment failed",100009,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,Sun Feb 05 11:21:00 +0000 2023
100430,100430,driver took a completely different route than the app showed and it cost me extra @Uber_Support,driver took a completely different route than the app showed and it cost me extra,100431,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,Fri Mar 31 18:31:00 +0000 2023
100576,100576,"just wanted to say the new app update is so much smoother, nice work @Uber_Support","just wanted to say the new app update is so much smoother, nice work",100577,This made our day! Thank you for sharing -- we'll be sure to pass it along.,sent!,Fri Apr 07 18:21:00 +0000 2023
100048,100048,"shoutout to my driver tonight, best ride I've had in a while! @Uber_Support","shoutout to my driver tonight, best ride I've had in a while!",100049,"Love to hear it, thank you for the kind words!",just dm'd you,Sun May 14 12:16:00 +0000 2023
100629,100629,"my driver just got into an accident on the highway, we're both okay but this was terrifying @Uber_Support","my driver just got into an accident on the highway, we're both okay but this was terrifying",100630,This is incredibly concerning and we want to help immediately. Can you please contact our dedicated safety team here: https://help.uber.com/safety,,Mon Mar 13 14:21:00 +0000 2023
100464,100464,driver took a completely different route than the app showed and it cost me extra @Uber_Support,driver took a completely different route than the app showed and it cost me extra,100465,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,Thu Feb 16 22:56:00 +0000 2023
100330,100330,"can I get my money back for this ride, it was way overpriced @Uber_Support","can I get my money back for this ride, it was way overpriced",100331,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,Mon Jan 30 07:13:00 +0000 2023
100253,100253,the app keeps crashing every time I try to request a ride @Uber_Support!,the app keeps crashing every time I try to request a ride !,100254,We'd like to help sort this out -- can you send us your account email via DM?,,Tue Mar 21 05:48:00 +0000 2023
100323,100323,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support","my driver was so rude to me the entire trip, wouldn't even say hi",100324,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,Sun May 28 19:35:00 +0000 2023
100422,100422,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100423,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Mon Feb 06 23:01:00 +0000 2023
100449,100449,"the driver was smoking in the car with the windows up, it was so uncomfortable @Uber_Support","the driver was smoking in the car with the windows up, it was so uncomfortable",100450,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,still waiting to hear back,Tue Nov 28 06:08:00 +0000 2023
100302,100302,"I want a refund for my last trip, it was a mess @Uber_Support","I want a refund for my last trip, it was a mess",100303,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,Sat Feb 11 21:34:00 +0000 2023
100154,100154,"I can't add my new card, it keeps saying payment failed @Uber_Support","I can't add my new card, it keeps saying payment failed",100155,We'd like to help sort this out -- can you send us your account email via DM?,,Sat Sep 30 03:38:00 +0000 2023
100076,100076,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support!","I think I left my phone in the back seat of my uber, how do I get it back !",100077,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,Fri Oct 13 13:04:00 +0000 2023
100277,100277,my driver never showed up and I still got charged for cancelling @Uber_Support 🙏,my driver never showed up and I still got charged for cancelling 🙏,100278,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,,Sun Feb 26 23:20:00 +0000 2023
100586,100586,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100587,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Wed Mar 15 06:02:00 +0000 2023
100241,100241,my account got deactivated and I have no idea why @Uber_Support,my account got deactivated and I have no idea why,100242,We'd like to help sort this out -- can you send us your account email via DM?,,Wed Oct 11 21:33:00 +0000 2023
100274,100274,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100275,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,just dm'd you,Tue Aug 22 03:14:00 +0000 2023
100474,100474,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100475,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,still waiting to hear back,Wed Feb 22 18:12:00 +0000 2023
100549,100549,"left my jacket in the car from my ride tonight, help! @Uber_Support...","left my jacket in the car from my ride tonight, help! ...",100550,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",,Wed May 10 16:08:00 +0000 2023
100010,100010,my driver never showed up and I still got charged for cancelling @Uber_Support,my driver never showed up and I still got charged for cancelling,100011,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,ok thank you,Mon Jun 19 12:29:00 +0000 2023
100511,100511,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support 😞","the fare estimate said $12 but I got charged $27, what happened 😞",100512,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,"done, sent the details",Sat Dec 09 20:49:00 +0000 2023
100541,100541,"just wanted to say the new app update is so much smoother, nice work @Uber_Support!","just wanted to say the new app update is so much smoother, nice work !",100542,This made our day! Thank you for sharing -- we'll be sure to pass it along.,sent!,Sun Sep 24 02:15:00 +0000 2023
100506,100506,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support","I think I left my phone in the back seat of my uber, how do I get it back",100507,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.","done, sent the details",Tue Jun 27 06:01:00 +0000 2023
100188,100188,driver took a completely different route than the app showed and it cost me extra @Uber_Support,driver took a completely different route than the app showed and it cost me extra,100189,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,"done, sent the details",Wed Nov 08 11:08:00 +0000 2023
100151,100151,when is uber eats getting more restaurant options in my area @Uber_Support,when is uber eats getting more restaurant options in my area,100152,"Great question -- restaurant availability updates regularly, keep an eye on the app!",just dm'd you,Sun Apr 16 10:27:00 +0000 2023
100074,100074,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100075,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,Sat Mar 04 17:59:00 +0000 2023
100202,100202,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support","I think I left my phone in the back seat of my uber, how do I get it back",100203,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,Fri Jun 02 22:09:00 +0000 2023
100482,100482,"can I get my money back for this ride, it was way overpriced @Uber_Support...","can I get my money back for this ride, it was way overpriced ...",100483,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,sent!,Sat Oct 21 23:52:00 +0000 2023
100040,100040,my account got deactivated and I have no idea why @Uber_Support,my account got deactivated and I have no idea why,100041,We'd like to help sort this out -- can you send us your account email via DM?,still waiting to hear back,Sat Aug 19 23:33:00 +0000 2023
100424,100424,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100425,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,Mon Oct 16 05:45:00 +0000 2023
100564,100564,"I want a refund for my last trip, it was a mess @Uber_Support","I want a refund for my last trip, it was a mess",100565,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,Tue Dec 12 05:26:00 +0000 2023
100004,100004,"the driver was smoking in the car with the windows up, it was so uncomfortable @Uber_Support 😞","the driver was smoking in the car with the windows up, it was so uncomfortable 😞",100005,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,Fri Aug 18 14:29:00 +0000 2023
100435,100435,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100436,We'd like to help sort this out -- can you send us your account email via DM?,,Thu Aug 10 23:25:00 +0000 2023
100631,100631,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support!","I think I left my phone in the back seat of my uber, how do I get it back !",100632,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",just dm'd you,Sat Jul 29 03:46:00 +0000 2023
100336,100336,"shoutout to my driver tonight, best ride I've had in a while! @Uber_Support","shoutout to my driver tonight, best ride I've had in a while!",100337,"Love to hear it, thank you for the kind words!",,Sun Dec 10 22:53:00 +0000 2023
100614,100614,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support","my driver was so rude to me the entire trip, wouldn't even say hi",100615,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,still waiting to hear back,Wed Jun 14 22:56:00 +0000 2023
100036,100036,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100037,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,Sat Mar 11 09:34:00 +0000 2023
100573,100573,my account got deactivated and I have no idea why @Uber_Support,my account got deactivated and I have no idea why,100574,We'd like to help sort this out -- can you send us your account email via DM?,sent!,Mon Feb 20 18:09:00 +0000 2023
100239,100239,does uber operate in Cape Town yet? @Uber_Support,does uber operate in Cape Town yet?,100240,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,,Mon Mar 27 06:26:00 +0000 2023
100166,100166,when is uber eats getting more restaurant options in my area @Uber_Support...,when is uber eats getting more restaurant options in my area ...,100167,"Great question -- restaurant availability updates regularly, keep an eye on the app!",,Fri Apr 07 17:58:00 +0000 2023
100457,100457,does uber operate in Cape Town yet? @Uber_Support,does uber operate in Cape Town yet?,100458,"Great question -- restaurant availability updates regularly, keep an eye on the app!",,Sat Jul 01 05:32:00 +0000 2023
